transcripts,tags,speaker,intent
"teeway one eight good evening , contact singapore ground at frequency one two two decimal five five",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING O B-ACTION B-CONTROLLER I-CONTROLLER O O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"citilink three one tree tower morning , standby number one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING O B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
"malaysia four niner eight , monring , switch over to ground one two one decimal seven two",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING O O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"china airlines five nine , number two behind qantas airbus three three zero from left to right , expedite india three , holdinlg point bravo tree four",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"flynas niner zero , singapore tower , good evening standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING B-ACTION O O,controller,standby
"air china eight ofur , ground a very good morning standby due traffic , about four minutes",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING I-GREETING I-GREETING I-GREETING B-ACTION O O O O O O,controller,standby
"oman air six seven , switch over to ground , one one eight decimal two five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"contact ground one one eight two five , airindia three",B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN,pilot,readback
"teeway trhee nine seven nine taxi to echo , turn right yankee eight holding point india six , runway two zero right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O O O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"portugalair five four sveen , qantas airbus a three eighty on your tleft will be taxiing off shortly ocne traffic is cleared proceed xray eight two hold short of yankee",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
"ground , good afternoon , sunwing niner request pushback adn start ump",B-CONTROLLER O B-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN O O O O O,pilot,other
"okay , apron zulu tree one left , pushback approved facing west , copa one six",O O B-GATE I-GATE I-GATE I-GATE I-GATE O O B-STATUS O B-QUALIFIER O B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"bangkokair three six niner niner proceed xry five five echo one , holding point charlie parking apron kilo two zero romeo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"condor five one two , cathay six fiev eight from right to left will be taxiing off shortly , once traffic is cleared taxi to charlie eight , hold short kilo",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O B-ACTION O O O O O O O B-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,controller,traffic
"scooter eight mike six luft , pushback approved o face east",B-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE O O B-STATUS O O B-QUALIFIER,controller,pushback
"eva five eight eight seven , monitor singapore tower , one one eight decimal two five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION B-CONTROLLER I-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"scooter nine three niner , srilankan airbus three two zero on your right will be taxiing off shortly , once traffic is cleared continue bravo five hold short to xray",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O O B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY,controller,traffic
asiana zero four tow niner pushback approved,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-STATUS,controller,pushback
"lion one seven fiive ieght , singapore tower good day standby number one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
"turkish one recleared alpha two eight , hold short to echo five",B-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"koreanair five zero tree , we are fully ready with 176 passengers on board requesting push and start from hotel one left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O O O O O O O O O O O O B-GATE I-GATE I-GATE,pilot,other
"kenya six five niner one one , hold short of echo fhur , standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION O O,controller,standby
iceland zero recleared india stand yankee eight two,B-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-GATE I-GATE I-GATE I-GATE,controller,taxi
"expedite golf tree , holding point yankee three nine , jet two six nine three",O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"speedbird five three five tree seven continue yankee zero , then yankee , hold short to charlie six two",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O O O O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"royla nepal niner three , contact tower , one one eight decimal six",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"singapore ground , pia one three seven one three at lima eight niner romeo engine start is successful , request pushback",B-CONTROLLER I-CONTROLLER O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE I-GATE O O O O O O O,pilot,other
"thai air asia eight niner niner taxi via victor seven , to victor , hold short to whsikey eight one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY O O O O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
affirm number one to the singapore airline airbus three fiie zero from right to left continue juliet scooter nine six niner three,O O O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O O O B-ACTION B-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"swiss one nine , singapore ground stadby for push , number two swiss nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-ACTION O O O O O O O,controller,pushback
"xiamenair six six six , behind jetstar asia on your left , recleared foxtrot zero holding point whiskey runway two zero center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER B-VEHICLE I-VEHICLE O O B-QUALIFIER O B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
"biman seven four taxi vvia lima holding point bravo one , runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"ground a very good morning , pegasus tre zero three eight sveen papa four romeo request tlxi",B-CONTROLLER B-GREETING I-GREETING I-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE O O,pilot,other
"all nlppon tree zero zero , once ready for pushback , switch over to tower one two two decimal five five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O O O O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"airasia eight , ground morning , standby due traffic",B-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING O B-ACTION O O,controller,standby
"jordanian nine seven one tree , contact singapore ground one two two decimal fiev five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"norwegian niner aree one five switch over to ground , one two two decimal five five , bye bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,frequency
oman air seven five three three pushback approved,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-STATUS,controller,pushback
"tower good morning , asiana four six six six charlie seven six right , request taxi",B-CONTROLLER B-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE O O O,pilot,other
"juneyao air zero bangkok air on your left will be taxiing off shortly , once traffic is cleared expedite tango sueven holding point yankee",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O O O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY,controller,traffic
"mike five tmxi oscar two tree runway zero two center , one one eight two five southwest six zero tree",B-TAXIWAY I-TAXIWAY B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY O O O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"peach two two hld short oscar , standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY O B-ACTION O O,controller,standby
"yranair tree , ground ogod day standby due traffic about one minute",B-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING I-GREETING B-ACTION O O O O O,controller,standby
silkair niner pushback approved face north,B-CALLSIGN I-CALLSIGN O B-STATUS O B-QUALIFIER,controller,pushback
"air india niner five five zero two , hold short oscar four standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY B-ACTION O O,controller,standby
"frontier six tree six one , good day switch over to ground one to one decimal seven two",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"norwegian nine four , uniform nine zero left , pushback approved to face east",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE I-GATE O O B-STATUS O O B-QUALIFIER,controller,pushback
"turkish nie two niner one five proceed romeo nine , romeo hold short november three , gate india two left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE,controller,taxi
"caribbean zero six nine one three traffic ahead wil br taxiing off shortly , taxi juliet holding point foxtrot nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER O O O O O O B-ACTION B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,traffic
"a very good morning , switch over to singapore tower , one two two five five royla nepal four seven nine six",B-GREETING I-GREETING I-GREETING I-GREETING O O O O B-CONTROLLER I-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"singapore zero zero seven , behind the vacating srilankan three two zero from left to right taxi via xray four romeo two seven holding point runway two zero centre",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-ACTION B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER B-ACTION O B-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
southwest tree eight three one expedite xray wto xray bay charlie six one lima,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"ethiopian niner one eight , pushback approved face west",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-STATUS O B-QUALIFIER,controller,pushback
"koreanair niner , garuda boeing seven three eight on your right will be taxiing off shortly once traffic is cleared taxi november holding point yankee six nine",B-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-ACTION O O O O O O B-ACTION B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"american zero one , when you ure ready for taxi , contact sitgapore ground e two two decimal five five , good night",B-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O O O O O B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,frequency
"kuwait six five seven four singapore ground , a ver good morning quebec nine four hold short victor four seven , runway zero two left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING I-GREETING I-GREETING B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"pegasus two niner , xray onne oen right uushback approved",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE I-GATE O B-STATUS,controller,pushback
"jetstar tree five zere seven , hold shotr charlie five , monitor tower one one eihgt decimal six , good night",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"tower a very good morning , southwest seven two four at apron papa three left engine stat complete , request pushback",B-CONTROLLER B-GREETING I-GREETING I-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE I-GATE O O O O O O,pilot,other
"good fternoon , contact ground , one one eight decimal two five eurowings eight",B-GREETING I-GREETING O B-ACTION B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN,pilot,readback
"contact ground , one two two five five , hainan seven nine zero four six bye bye",B-ACTION B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING,pilot,readback
"jetstar asia five , switch ovre tho singapore ground noe one eight decimal two five , thank you",B-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,frequency
yankee huld short of one two one seven two caribbean six five onb three,B-TAXIWAY B-ACTION I-ACTION O O O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"air india niner six eight two , behind singapore airline seven eight seven from right to left proceed victor five five hotel zero zero holding point runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-QUALIFIER I-QUALIFIER I-QUALIFIER B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
"starlux zero tree eight four switch over to ground , one two two decimal five five",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"portugalair one stix one zero tree traffic is airbus tshree two zero taxiing on zulu on your left , confirm yor traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY O O B-QUALIFIER O O O O O O,controller,traffic
"citilink zero two two four contact tower , one two two decimal five five bye",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING,controller,frequency
"tower kmile niner five zero nine oen engine start completed at gate mike niner niner romeo , request pushback",B-CONTROLLER B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O B-GATE I-GATE I-GATE I-GATE I-GATE O O O,pilot,other
"indigo six tree five seven , tsandard pushback approved",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-STATUS,controller,pushback
"charlie tree hold short tango two zero center , air france eight zero niner",B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"qatari niner , monitor singapore tower , one one eight decimal two five",B-CALLSIGN I-CALLSIGN O B-ACTION B-CONTROLLER I-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"klm two tree eight five pushback approved , face west",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-STATUS O O B-QUALIFIER,controller,pushback
"a very good morning , scanwing niner nine two five tree , we aee joining taxiway alpha to hold short uniform",B-GREETING I-GREETING I-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,pilot,other
"morning scanwing two six , we are turning left to taxiway mike to hold short zulu",B-GREETING B-CALLSIGN I-CALLSIGN I-CALLSIGN O O O O O O O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY,pilot,other
"thai asia zero one nine one taxi yankee zero hold short ot oscar , runway zero two right",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"jet blue three three six singapore tower , morning parking bay foxtrot niner three lima , standard pushback approved",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER O B-GREETING B-GATE I-GATE I-GATE I-GATE I-GATE I-GATE O O O B-STATUS,controller,pushback
wilco charlie zero hold short to one one eight two five jet blue five niner,O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O O O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"japan air nine , singapore tower , morning , standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER O B-GREETING O B-ACTION O O,controller,standby
singapore ground wizz eight zero five three,B-CONTROLLER I-CONTROLLER B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,other
"spirit seven five six , singapore tower , good day , standby number one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING O B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
"pegasus niner behind ihe vacating singapore airline on your right , taxi victor hold short quebec eight one runway two zero center",B-CALLSIGN I-CALLSIGN O O B-ACTION B-VEHICLE I-VEHICLE O O B-QUALIFIER O B-ACTION B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,traffic
charlie for juliet five seven right mandarin four five five nine eight,B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"vietnam three holding point golf six , switch over to singapore tower one one eigh decimal six thank you very much",B-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
oscar hold short uniform behind united boeing seven eight seven from left to right roger eva tree three one,B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
